PlayerName,Runs,BallsFaced,Sixes,Matches_Batting,Fours,StrikeRate,Wickets,Economy,Overs,Matches_Bowling,PerformanceScore
Virat Singh,15.0,26.0,0.0,2.0,1.0,57.692307692307686,0.0,0.0,0.0,0.0,0.75
Vishnu Vinod,56.0,57.0,3.0,6.0,3.0,98.24561403508771,0.0,0.0,0.0,0.0,2.8000000000000003
Vivrant Sharma,69.0,47.0,2.0,1.0,9.0,146.80851063829786,0.0,12.333333333333334,3.0,2.0,3.45
W Jaffer,130.0,121.0,3.0,8.0,14.0,107.43801652892562,0.0,0.0,0.0,0.0,6.5
WA Mota,56.0,75.0,0.0,8.0,2.0,74.66666666666667,4.0,8.083333333333334,12.0,7.0,102.8
WD Parnell,65.0,80.0,1.0,13.0,4.0,81.25,36.0,7.775933609958506,120.5,33.0,903.25
WG Jacks,230.0,131.0,18.0,8.0,16.0,175.57251908396947,2.0,11.11111111111111,9.0,5.0,61.5
WP Saha,2934.0,2300.0,87.0,143.0,296.0,127.56521739130436,0.0,0.0,0.0,0.0,146.70000000000002
WPUJC Vaas,81.0,73.0,3.0,11.0,2.0,110.95890410958904,18.0,7.553191489361702,47.0,13.0,454.05
Washington Sundar,378.0,325.0,9.0,38.0,32.0,116.3076923076923,37.0,7.5426944971537,175.66666666666666,58.0,943.9
X Thalaivan Sargunam,10.0,17.0,0.0,1.0,0.0,58.82352941176471,0.0,0.0,0.0,0.0,0.5
Y Gnaneswara Rao,19.0,17.0,0.0,1.0,3.0,111.76470588235294,0.0,7.0,1.0,1.0,0.9500000000000001
Y Nagar,285.0,259.0,9.0,20.0,20.0,110.03861003861005,4.0,11.363636363636363,11.0,8.0,114.25
Y Prithvi Raj,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.4,5.0,2.0,25.0
Y Venugopal Rao,985.0,836.0,37.0,52.0,77.0,117.82296650717703,6.0,9.36111111111111,36.0,20.0,199.25
YA Abdulla,0.0,1.0,0.0,1.0,0.0,0.0,15.0,8.813397129186603,34.833333333333336,11.0,375.0
YBK Jaiswal,1607.0,1067.0,64.0,52.0,199.0,150.6091846298032,0.0,36.0,0.16666666666666666,1.0,80.35000000000001
YK Pathan,3222.0,2245.0,161.0,153.0,263.0,143.51893095768372,42.0,7.401918047079338,191.16666666666666,82.0,1211.1
YS Chahal,37.0,86.0,0.0,17.0,0.0,43.02325581395349,205.0,7.842090315251348,586.8333333333334,159.0,5126.85
YV Dhull,16.0,23.0,0.0,3.0,1.0,69.56521739130434,0.0,0.0,0.0,0.0,0.8
YV Takawale,192.0,178.0,3.0,10.0,26.0,107.86516853932584,0.0,0.0,0.0,0.0,9.600000000000001
Yash Dayal,0.0,1.0,0.0,1.0,0.0,0.0,28.0,9.539792387543253,96.33333333333333,28.0,700.0
Yash Thakur,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.262376237623764,67.33333333333333,19.0,600.0
Yashpal Singh,47.0,66.0,0.0,4.0,5.0,71.21212121212122,0.0,0.0,0.0,0.0,2.35
Younis Khan,3.0,7.0,0.0,1.0,0.0,42.857142857142854,0.0,0.0,0.0,0.0,0.15000000000000002
Yudhvir Singh,22.0,16.0,2.0,4.0,1.0,137.5,4.0,10.166666666666666,12.0,5.0,101.1
Yuvraj Singh,2754.0,2122.0,149.0,126.0,218.0,129.78322337417532,36.0,7.436133486766398,144.83333333333334,73.0,1037.7
Z Khan,117.0,141.0,2.0,27.0,11.0,82.97872340425532,103.0,7.587272727272727,366.6666666666667,99.0,2580.85
