PlayerName,SoldPrice,Role,TeamName,Nationality,BasePrice,CappedStatus,AuctionYear
Shamar Joseph,7500000,Unknown,Lucknow Super Giants,Overseas,7500000.0,Capped,2025
M. Siddharth,7500000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2025
Arshin Kulkarni,3000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2025
Rajvardhan Hangargekar,3000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2025
Yuvraj Chaudhary,3000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2025
Prince Yadav,3000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2025
Akash Singh,3000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2025
Digvesh Singh,3000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2025
Himmat Singh,3000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2025
Aryan Juyal,3000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2025
Trent Boult,125000000,Unknown,Mumbai Indians,Overseas,20000000.0,Capped,2025
Deepak Chahar,92500000,Unknown,Mumbai Indians,Indian,20000000.0,Capped,2025
Will Jacks,52500000,Unknown,Mumbai Indians,Overseas,20000000.0,Capped,2025
Naman Dhir,52500000,Unknown,Mumbai Indians,Overseas,3000000.0,Uncapped,2025
Allah  Ghazanfar,48000000,Unknown,Mumbai Indians,Overseas,7500000.0,Capped,2025
Mitchell Santner,20000000,Unknown,Mumbai Indians,Overseas,20000000.0,Capped,2025
Ryan Rickelton,10000000,Unknown,Mumbai Indians,Overseas,10000000.0,Capped,2025
Lizaad Williams,7500000,Unknown,Mumbai Indians,Overseas,7500000.0,Capped,2025
Reece Topley,7500000,Unknown,Mumbai Indians,Overseas,7500000.0,Capped,2025
Robin Minz,6500000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2025
Karn Sharma,5000000,Unknown,Mumbai Indians,Indian,5000000.0,Uncapped,2025
Vignesh Puthur,3000000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2025
Arjun  Tendulkar,3000000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2025
Bevan John Jacobs,3000000,Unknown,Mumbai Indians,Overseas,3000000.0,Uncapped,2025
Venkata Satyanarayana Penmetsa,3000000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2025
Raj Angad Bawa,3000000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2025
Shrijith Krishnan,3000000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2025
Ashwani Kumar,3000000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2025
Shreyas Iyer,267500000,Unknown,Punjab Kings,Indian,20000000.0,Capped,2025
Yuzvendra Chahal,180000000,Unknown,Punjab Kings,Indian,20000000.0,Capped,2025
Arshdeep Singh,180000000,Unknown,Punjab Kings,Overseas,20000000.0,Capped,2025
Marcus Stoinis,110000000,Unknown,Punjab Kings,Overseas,20000000.0,Capped,2025
Marco Jansen,70000000,Unknown,Punjab Kings,Overseas,12500000.0,Capped,2025
Nehal Wadhera,42000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Glenn Maxwell,42000000,Unknown,Punjab Kings,Overseas,20000000.0,Capped,2025
Priyansh Arya,38000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Josh Inglis,26000000,Unknown,Punjab Kings,Overseas,20000000.0,Capped,2025
Azmatullah Omarzai,24000000,Unknown,Punjab Kings,Overseas,15000000.0,Capped,2025
Lockie Ferguson,20000000,Unknown,Punjab Kings,Overseas,20000000.0,Capped,2025
Vyshak Vijaykumar,18000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Yash Thakur,16000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Harpreet  Brar,15000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Aaron Hardie,12500000,Unknown,Punjab Kings,Overseas,12500000.0,Capped,2025
Vishnu Vinod,9500000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Xavier Bartlett,8000000,Unknown,Punjab Kings,Overseas,7500000.0,Capped,2025
Kuldeep  Sen,8000000,Unknown,Punjab Kings,Indian,7500000.0,Capped,2025
Pravin Dubey,3000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Pyla Avinash,3000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Suryansh  Shedge,3000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Musheer Khan,3000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Harnoor Pannu,3000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2025
Jofra Archer,125000000,Unknown,Rajasthan Royals,Overseas,20000000.0,Capped,2025
Tushar Deshpande,65000000,Unknown,Rajasthan Royals,Indian,10000000.0,Capped,2025
Wanindu Hasaranga,52500000,Unknown,Rajasthan Royals,Overseas,20000000.0,Capped,2025
Maheesh Theekshana,44000000,Unknown,Rajasthan Royals,Overseas,20000000.0,Capped,2025
Nitish Rana,42000000,Unknown,Rajasthan Royals,Indian,15000000.0,Capped,2025
Fazalhaq Farooqi,20000000,Unknown,Rajasthan Royals,Overseas,20000000.0,Capped,2025
Kwena Maphaka,15000000,Unknown,Rajasthan Royals,Overseas,7500000.0,Capped,2025
Akash Madhwal,12000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2025
Vaibhav Suryavanshi,11000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2025
Shubham Dubey,8000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2025
Yudhvir Charak,3500000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2025
Ashok Sharma,3000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2025
Kunal Rathore,3000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2025
Kumar Kartikeya Singh,3000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2025
Josh Hazlewood,125000000,Unknown,Royal Challengers Bengaluru,Overseas,20000000.0,Capped,2025
Phil Salt,115000000,Unknown,Royal Challengers Bengaluru,Overseas,20000000.0,Capped,2025
Jitesh Sharma,110000000,Unknown,Royal Challengers Bengaluru,Indian,10000000.0,Capped,2025
Bhuvneshwar Kumar,107500000,Unknown,Royal Challengers Bengaluru,Indian,20000000.0,Capped,2025
Liam Livingstone,87500000,Unknown,Royal Challengers Bengaluru,Overseas,20000000.0,Capped,2025
Rasikh Dar,60000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2025
Krunal Pandya,57500000,Unknown,Royal Challengers Bengaluru,Indian,20000000.0,Capped,2025
Tim David,30000000,Unknown,Royal Challengers Bengaluru,Overseas,20000000.0,Capped,2025
Jacob Bethell,26000000,Unknown,Royal Challengers Bengaluru,Overseas,12500000.0,Capped,2025
Suyash Sharma,26000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2025
Devdutt Padikkal,20000000,Unknown,Royal Challengers Bengaluru,Indian,20000000.0,Capped,2025
Nuwan Thushara,16000000,Unknown,Royal Challengers Bengaluru,Overseas,7500000.0,Capped,2025
Romario Shepherd,15000000,Unknown,Royal Challengers Bengaluru,Overseas,15000000.0,Capped,2025
Lungisani Ngidi,10000000,Unknown,Royal Challengers Bengaluru,Overseas,10000000.0,Capped,2025
Swapnil Singh,5000000,Unknown,Royal Challengers Bengaluru,Overseas,3000000.0,Uncapped,2025
Mohit Rathee,3000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2025
Abhinandan Singh,3000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2025
Swastik Chhikara,3000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2025
Manoj Bhandage,3000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2025
Ishan Kishan,112500000,Unknown,Sunrisers Hyderabad,Indian,20000000.0,Capped,2025
Mohammad Shami,100000000,Unknown,Sunrisers Hyderabad,Indian,20000000.0,Capped,2025
Harshal Patel,80000000,Unknown,Sunrisers Hyderabad,Indian,20000000.0,Capped,2025
Abhinav Manohar,32000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2025
Rahul Chahar,32000000,Unknown,Sunrisers Hyderabad,Indian,10000000.0,Capped,2025
Adam Zampa,24000000,Unknown,Sunrisers Hyderabad,Overseas,20000000.0,Capped,2025
Simarjeet Singh,15000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2025
Eshan Malinga,12000000,Unknown,Sunrisers Hyderabad,Overseas,3000000.0,Uncapped,2025
Brydon Carse,10000000,Unknown,Sunrisers Hyderabad,Overseas,10000000.0,Capped,2025
Jaydev Unadkat,10000000,Unknown,Sunrisers Hyderabad,Indian,10000000.0,Capped,2025
Kamindu Mendis,7500000,Unknown,Sunrisers Hyderabad,Overseas,7500000.0,Capped,2025
Zeeshan Ansari,4000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2025
Sachin Baby,3000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2025
Aniket Verma,3000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2025
Atharva Taide,3000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2025
Kartik Sharma,142000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2026
Prashant Veer,142000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2026
Rahul Chahar,52000000,Unknown,Chennai Super Kings,Indian,10000000.0,Capped,2026
Matt Henry,20000000,Unknown,Chennai Super Kings,Overseas,20000000.0,Capped,2026
Akeal Hosein,20000000,Unknown,Chennai Super Kings,Overseas,20000000.0,Capped,2026
Matthew Short,15000000,Unknown,Chennai Super Kings,Overseas,15000000.0,Capped,2026
Zak Foulkes,7500000,Unknown,Chennai Super Kings,Overseas,7500000.0,Capped,2026
Sarfaraz Khan,7500000,Unknown,Chennai Super Kings,Indian,7500000.0,Capped,2026
Aman Khan,4000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2026
Auqib Dar,84000000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2026
Pathum Nissanka,40000000,Unknown,Delhi Capitals,Overseas,7500000.0,Capped,2026
Kyle Jamieson,20000000,Unknown,Delhi Capitals,Overseas,20000000.0,Capped,2026
Lungisani Ngidi,20000000,Unknown,Delhi Capitals,Overseas,20000000.0,Capped,2026
Ben Duckett,20000000,Unknown,Delhi Capitals,Overseas,20000000.0,Capped,2026
David Miller,20000000,Unknown,Delhi Capitals,Overseas,20000000.0,Capped,2026
Prithvi Shaw,7500000,Unknown,Delhi Capitals,Indian,7500000.0,Capped,2026
Sahil Parakh,3000000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2026
Jason Holder,70000000,Unknown,Gujarat Titans,Overseas,20000000.0,Capped,2026
Tom Banton,20000000,Unknown,Gujarat Titans,Overseas,20000000.0,Capped,2026
Ashok Sharma,9000000,Unknown,Gujarat Titans,Indian,3000000.0,Uncapped,2026
Luke Wood,7500000,Unknown,Gujarat Titans,Overseas,7500000.0,Capped,2026
Prithviraj Yarra,3000000,Unknown,Gujarat Titans,Indian,3000000.0,Uncapped,2026
Cameron Green,252000000,Unknown,Kolkata Knight Riders,Overseas,20000000.0,Capped,2026
Matheesha Pathirana,180000000,Unknown,Kolkata Knight Riders,Overseas,20000000.0,Capped,2026
Mustafizur Rahman,92000000,Unknown,Kolkata Knight Riders,Overseas,20000000.0,Capped,2026
Tejasvi Singh,30000000,Unknown,Kolkata Knight Riders,Indian,3000000.0,Uncapped,2026
Rachin Ravindra,20000000,Unknown,Kolkata Knight Riders,Overseas,20000000.0,Capped,2026
Finn Allen,20000000,Unknown,Kolkata Knight Riders,Overseas,20000000.0,Capped,2026
Tim Seifert,15000000,Unknown,Kolkata Knight Riders,Overseas,15000000.0,Capped,2026
Akash Deep,10000000,Unknown,Kolkata Knight Riders,Indian,10000000.0,Capped,2026
Rahul Tripathi,7500000,Unknown,Kolkata Knight Riders,Indian,7500000.0,Capped,2026
Daksh Kamra,3000000,Unknown,Kolkata Knight Riders,Indian,3000000.0,Uncapped,2026
Sarthak Ranjan,3000000,Unknown,Kolkata Knight Riders,Indian,3000000.0,Uncapped,2026
Prashant Solanki,3000000,Unknown,Kolkata Knight Riders,Indian,3000000.0,Uncapped,2026
Kartik Tyagi,3000000,Unknown,Kolkata Knight Riders,Indian,3000000.0,Uncapped,2026
Josh Inglis,86000000,Unknown,Lucknow Super Giants,Overseas,20000000.0,Capped,2026
Mukul Choudhary,26000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2026
Akshat Raghuwanshi,22000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2026
Anrich Nortje,20000000,Unknown,Lucknow Super Giants,Overseas,20000000.0,Capped,2026
Wanindu Hasaranga,20000000,Unknown,Lucknow Super Giants,Overseas,20000000.0,Capped,2026
Naman Tiwari,10000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2026
Quinton De Kock,10000000,Unknown,Mumbai Indians,Overseas,10000000.0,Capped,2026
Mayank Rawat,3000000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2026
Atharva Ankolekar,3000000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2026
Mohammad Izhar,3000000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2026
Danish Malewar,3000000,Unknown,Mumbai Indians,Indian,3000000.0,Uncapped,2026
Ben Dwarshuis,44000000,Unknown,Punjab Kings,Overseas,10000000.0,Capped,2026
Cooper Connolly,30000000,Unknown,Punjab Kings,Overseas,20000000.0,Capped,2026
Vishal Nishad,3000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2026
Pravin Dubey,3000000,Unknown,Punjab Kings,Indian,3000000.0,Uncapped,2026
Ravi Bishnoi,72000000,Unknown,Rajasthan Royals,Indian,20000000.0,Capped,2026
Adam Milne,24000000,Unknown,Rajasthan Royals,Overseas,20000000.0,Capped,2026
Ravi Singh,9500000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2026
Sushant Mishra,9000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2026
Kuldeep Sen,7500000,Unknown,Rajasthan Royals,Indian,7500000.0,Capped,2026
Brijesh Sharma,3000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2026
Aman Rao Perala,3000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2026
Vignesh Puthur,3000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2026
Yash Raj Punja,3000000,Unknown,Rajasthan Royals,Indian,3000000.0,Uncapped,2026
Venkatesh Iyer,70000000,Unknown,Royal Challengers Bengaluru,Indian,20000000.0,Capped,2026
Mangesh Yadav,52000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2026
Jacob Duffy,20000000,Unknown,Royal Challengers Bengaluru,Overseas,20000000.0,Capped,2026
Jordan Cox,7500000,Unknown,Royal Challengers Bengaluru,Overseas,7500000.0,Capped,2026
Kanishk Chouhan,3000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2026
Vihaan Malhotra,3000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2026
Vicky Ostwal,3000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2026
Satvik Deswal,3000000,Unknown,Royal Challengers Bengaluru,Indian,3000000.0,Uncapped,2026
Liam Livingstone,130000000,Unknown,Sunrisers Hyderabad,Overseas,20000000.0,Capped,2026
Jack Edwards,30000000,Unknown,Sunrisers Hyderabad,Overseas,5000000.0,Uncapped,2026
Salil Arora,15000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2026
Shivam Mavi,7500000,Unknown,Sunrisers Hyderabad,Indian,7500000.0,Capped,2026
Krains Fuletra,3000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2026
Praful Hinge,3000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2026
Amit Kumar,3000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2026
Onkar Tarmale,3000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2026
Sakib Hussain,3000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2026
Shivang Kumar,3000000,Unknown,Sunrisers Hyderabad,Indian,3000000.0,Uncapped,2026
